srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimetime,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,vri_name1,total_incidents,geometry
5004M00000dyQ7CQAU,20-00333803,SW-Mixed Refuse,Phone,2020-06-11T00:44:34Z,Open,2020-06-11T00:44:34Z,2020-06-12T00:44:34Z,Solid Waste,Service Response,"1407 N FULTON AVE, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.304430251825586,-76.64585637312719,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6458563731272, 39.3044302518256)"
5004M00000dyQRgQAM,20-00334061,SW-Mixed Refuse,API,2020-06-11T02:06:40Z,Open,2020-06-11T02:06:40Z,2020-06-12T02:06:40Z,Solid Waste,Service Response,"1307 N FULTON AVE, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.3033657016539,-76.6457999014418,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6457999014418, 39.3033657016539)"
5004M00000dyRPSQA2,20-00334133,SW-Mixed Refuse,API,2020-06-11T09:18:44Z,Open,2020-06-11T09:18:43Z,2020-06-12T09:18:43Z,Solid Waste,Service Response,"1600 BLK LAURENS ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30318086441195,-76.6442610045627,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6442610045627, 39.3031808644119)"
5004M00000dySPbQAM,20-00334477,SW-Mixed Refuse,Phone,2020-06-11T12:13:58Z,Open,2020-06-11T12:13:58Z,2020-06-12T12:13:58Z,Solid Waste,Service Response,"1325 N FULTON AVE, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30372976180003,-76.6457889983151,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6457889983151, 39.3037297618)"
5004M00000h18d3QAA,20-00842567,SW-HGW,API,2020-12-14T21:33:12Z,Open,2020-12-14T21:33:12Z,2021-01-28T21:33:12Z,Solid Waste,Service Response,"1426 N MOUNT ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30483963774821,-76.64488874270279,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6448887427028, 39.3048396377482)"
5004M00000h18dLQAQ,20-00842485,SW-HGW,API,2020-12-14T21:08:18Z,Open,2020-12-14T21:08:18Z,2021-01-28T21:08:18Z,Solid Waste,Service Response,"1406 N MOUNT ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30448377425933,-76.64486365337225,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6448636533723, 39.3044837742593)"
5004M00000h18TpQAI,20-00842414,SW-HGW,API,2020-12-14T20:48:19Z,Open,2020-12-14T20:48:19Z,2021-01-28T20:48:19Z,Solid Waste,Service Response,"1402 N MOUNT ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30441120170161,-76.64490333446321,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6449033344632, 39.3044112017016)"
5004M00000h22y0QAA,20-00868342,SW-Cleaning,API,2020-12-23T11:03:09Z,Open,2020-12-23T11:03:09Z,2021-02-08T11:03:09Z,Solid Waste,Service Response,"1704 LAURENS ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.303362672394506,-76.64520997662527,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6452099766253, 39.3033626723945)"
5004M00000gAtvfQAC,20-00797716,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-11-25T01:31:52Z,Open,2020-11-25T01:35:11Z,2020-12-02T01:31:52Z,Transportation,Service Response,"4800 YELLOWWOOD AVE, BC",21209,COLDSPRING,6,Northern,39.34698314160139,-76.65818677383858,NA,NA,NA,NA,2020-12-23,20:00:00,1K,2500 WOODLAND AV,HOMICIDE,Inside,KNIFE,532,NORTHERN,CYLBURN,DWELLING,NA,1,"c(-76.6581867738386, 39.3469831416014)"
5004M00000h0iXmQAI,20-00831462,TRS-48 Hour Parking/Abandoned Vehicle,Phone,2020-12-10T02:41:23Z,Open,2020-12-10T02:45:08Z,2020-12-17T02:41:23Z,Transportation,Service Response,"4800 YELLOWWOOD AVE, Baltimore City, 21209",21209,COLDSPRING,6,Northern,39.34707992318833,-76.65888048353087,NA,NA,NA,NA,2020-12-23,20:00:00,1K,2500 WOODLAND AV,HOMICIDE,Inside,KNIFE,532,NORTHERN,CYLBURN,DWELLING,NA,1,"c(-76.6588804835309, 39.3470799231883)"
5004M00000h2LbtQAE,20-00878079,TRS-48 Hour Parking/Abandoned Vehicle,Phone,2020-12-29T01:16:25Z,Open,2020-12-29T01:20:07Z,2021-01-06T01:16:25Z,Transportation,Service Response,"4800 YELLOWWOOD AVE, Baltimore City, 21209",21209,COLDSPRING,6,Northern,39.34707992318833,-76.65888048353087,NA,NA,NA,NA,2020-12-23,20:00:00,1K,2500 WOODLAND AV,HOMICIDE,Inside,KNIFE,532,NORTHERN,CYLBURN,DWELLING,NA,1,"c(-76.6588804835309, 39.3470799231883)"
5004M00000gC53zQAC,20-00824751,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-07T22:47:28Z,Open,2020-12-07T22:47:28Z,2020-12-14T22:47:28Z,Transportation,Service Response,"200 BLK N WOLFE ST, Baltimore City, 21231",21231,DUNBAR-BROADWAY,13,Southeastern,39.2946804259664,-76.59065309769561,NA,NA,NA,NA,2020-12-23,14:00:00,9S,1800 ORLEANS ST,SHOOTING,Outside,FIREARM,321,EASTERN,DUNBAR-BROADWAY,HOSPITAL,NA,1,"c(-76.5906530976956, 39.2946804259664)"
5004M00000e17tYQAQ,20-00428122,SW-HGW,API,2020-07-09T18:08:19Z,Open,2020-07-09T18:08:19Z,2020-08-20T18:08:19Z,Solid Waste,Service Response,"2101 WILHELM ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28344092455493,-76.65023383503897,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.650233835039, 39.2834409245549)"
5004M00000en5k9QAA,20-00508022,SW-Cleaning,API,2020-08-05T13:08:36Z,Open,2020-08-05T13:08:36Z,2020-09-17T13:08:36Z,Solid Waste,Service Response,"2105 WILHELM ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.283437831841105,-76.65032250295125,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6503225029513, 39.2834378318411)"
5004M00000eq6CQQAY,20-00609820,SW-Cleaning,API,2020-09-04T18:48:37Z,Open,2020-09-04T18:48:37Z,2020-10-20T18:48:37Z,Solid Waste,Service Response,"2125 CHRISTIAN ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28142311500821,-76.65028792580372,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6502879258037, 39.2814231150082)"
5004M00000fYQxSQAW,20-00675797,SW-Cleaning,API,2020-10-01T20:18:27Z,Open,2020-10-01T20:18:27Z,2020-11-17T20:18:27Z,Solid Waste,Service Response,"2016 CHRISTIAN ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.282140467359284,-76.64887781934999,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.64887781935, 39.2821404673593)"
5004M00000fZAi9QAG,20-00694941,SW-Cleaning,API,2020-10-09T19:19:35Z,Open,2020-10-09T19:19:34Z,2020-11-26T19:19:34Z,Solid Waste,Service Response,"2113 WILHELM ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.283420539129004,-76.6504894101779,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6504894101779, 39.283420539129)"
5004M00000faAbNQAU,20-00720762,SW-HGW,API,2020-10-21T17:43:27Z,Open,2020-10-21T17:43:27Z,2020-12-07T17:43:27Z,Solid Waste,Service Response,"2003 WILHELM ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28349168534145,-76.64885830849167,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6488583084917, 39.2834916853415)"
5004M00000g8DbRQAU,20-00733259,SW-Cleaning,API,2020-10-27T14:33:11Z,Open,2020-10-27T14:33:10Z,2020-12-11T14:33:10Z,Solid Waste,Service Response,"409 S PULASKI ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28217268841618,-76.64950953856595,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.649509538566, 39.2821726884162)"
5004M00000g8DQ4QAM,20-00733162,SW-Cleaning,API,2020-10-27T14:13:37Z,Open,2020-10-27T14:13:37Z,2020-12-11T14:13:37Z,Solid Waste,Service Response,"407 S PULASKI ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.282203312076724,-76.6495263953737,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6495263953737, 39.2822033120767)"
5004M00000g8alMQAQ,20-00741443,SW-HGW,API,2020-10-30T14:53:12Z,Open,2020-10-30T14:53:12Z,2020-12-16T14:53:12Z,Solid Waste,Service Response,"434 S PULASKI ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.281588408285174,-76.64956659789455,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6495665978945, 39.2815884082852)"
5004M00000gAY0gQAG,20-00788123,SW-Cleaning,API,2020-11-20T16:38:24Z,Open,2020-11-20T16:38:24Z,2021-01-05T16:38:24Z,Solid Waste,Service Response,"2121 CHRISTIAN ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28145120049149,-76.65020837877628,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6502083787763, 39.2814512004915)"
5004M00000gAZO1QAO,20-00788806,SW-Cleaning,API,2020-11-20T19:18:12Z,Open,2020-11-20T19:18:12Z,2021-01-05T19:18:12Z,Solid Waste,Service Response,"2127 CHRISTIAN ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28140923504098,-76.65032610054165,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6503261005416, 39.281409235041)"
5004M00000gBSwCQAW,20-00810284,SW-Cleaning,API,2020-12-01T19:33:29Z,Open,2020-12-01T19:33:29Z,2021-01-13T19:33:28Z,Solid Waste,Service Response,"405 S PAYSON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28270981086883,-76.64813311537993,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6481331153799, 39.2827098108688)"
5004M00000gBlSKQA0,20-00816722,SW-Cleaning,API,2020-12-03T22:33:11Z,Open,2020-12-03T22:33:11Z,2021-01-15T22:33:11Z,Solid Waste,Service Response,"409 S PAYSON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28265413650218,-76.64808788340564,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6480878834056, 39.2826541365022)"
5004M00000gBlSPQA0,20-00816723,SW-Cleaning,API,2020-12-03T22:33:19Z,Open,2020-12-03T22:33:19Z,2021-01-15T22:33:19Z,Solid Waste,Service Response,"411 S PAYSON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28262666349212,-76.64806784835854,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6480678483585, 39.2826266634921)"
5004M00000gC4KLQA0,20-00824482,SW-Cleaning,API,2020-12-07T20:58:44Z,Open,2020-12-07T20:58:44Z,2021-01-19T20:58:44Z,Solid Waste,Service Response,"2016 WILHELM ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28371096178652,-76.64919272990038,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6491927299004, 39.2837109617865)"
5004M00000h0f1xQAA,20-00829710,SW-Cleaning,API,2020-12-09T17:33:13Z,Open,2020-12-09T17:33:13Z,2021-01-21T17:33:13Z,Solid Waste,Service Response,"434 S SMALLWOOD ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28217409820812,-76.65131445849411,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6513144584941, 39.2821740982081)"
5004M00000h0oB3QAI,20-00833544,SW-Cleaning,API,2020-12-10T19:08:18Z,Open,2020-12-10T19:08:18Z,2021-01-26T19:08:18Z,Solid Waste,Service Response,"PAYSON, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.282277264078616,-76.64832460154277,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6483246015428, 39.2822772640786)"
5004M00000h0vXBQAY,20-00836415,SW-Cleaning,API,2020-12-11T18:53:13Z,Open,2020-12-11T18:53:13Z,2021-01-27T18:53:13Z,Solid Waste,Service Response,"2106 WILKENS AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28131184628267,-76.64953814823801,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.649538148238, 39.2813118462827)"
5004M00000h1OXQQA2,20-00848791,TRS-48 Hour Parking/Abandoned Vehicle,Phone,2020-12-16T18:37:58Z,Open,2020-12-16T18:40:09Z,2020-12-23T18:37:58Z,Transportation,Service Response,"2124 RAMSAY ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.283085588013726,-76.65071615769259,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6507161576926, 39.2830855880137)"
5004M00000h1oPVQAY,20-00862670,SW-Cleaning,API,2020-12-21T12:48:10Z,Open,2020-12-21T12:48:09Z,2021-02-04T12:48:09Z,Solid Waste,Service Response,"333 S PULASKI ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28315327733909,-76.64949899409473,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6494989940947, 39.2831532773391)"
5004M00000h1pjlQAA,20-00863299,SW-Cleaning,API,2020-12-21T15:18:11Z,Open,2020-12-21T15:18:11Z,2021-02-04T15:18:11Z,Solid Waste,Service Response,"323 S PULASKI ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28332087980559,-76.64958391819553,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6495839181955, 39.2833208798056)"
5004M00000h1xttQAA,20-00866429,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-22T15:59:14Z,Open,2020-12-22T15:59:14Z,2020-12-30T15:59:14Z,Transportation,Service Response,"333 S SMALLWOOD ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28329904596329,-76.65102667057496,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.651026670575, 39.2832990459633)"
5004M00000h26M5QAI,20-00869950,SW-Boarding,API,2020-12-23T19:08:55Z,Open,2020-12-23T19:08:55Z,2021-01-05T19:08:55Z,Solid Waste,Service Response,"431 S SMALLWOOD ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.282291522013544,-76.65091132421246,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6509113242125, 39.2822915220135)"
5004M00000h26MLQAY,20-00869991,SW-Boarding,API,2020-12-23T19:18:18Z,Open,2020-12-23T19:18:17Z,2021-01-05T19:18:17Z,Solid Waste,Service Response,"405 S SMALLWOOD ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28274364863429,-76.65100116465229,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6510011646523, 39.2827436486343)"
5004M00000h26WZQAY,20-00870058,SW-Boarding,API,2020-12-23T19:33:23Z,Open,2020-12-23T19:33:23Z,2021-01-05T19:33:23Z,Solid Waste,Service Response,"2109 WILHELM ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.283426663861114,-76.65040469023482,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6504046902348, 39.2834266638611)"
5004M00000h2DhjQAE,20-00873656,HCD-Sanitation Property,API,2020-12-26T19:35:01Z,Open,2020-12-26T19:35:01Z,2021-01-05T19:35:01Z,Housing,Service Response,"401 S SMALLWOOD ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southwestern,39.28281513970778,-76.6510002404247,NA,NA,NA,NA,2020-12-22,10:31:00,9S,2000 ASHTON ST,SHOOTING,Outside,FIREARM,834,SOUTHWEST,CARROLLTON RIDGE,STREET,NA,1,"c(-76.6510002404247, 39.2828151397078)"
5004M00000en7PcQAI,20-00508945,SW-HGW,API,2020-08-05T15:58:10Z,Open,2020-08-05T15:58:10Z,2020-09-17T15:58:10Z,Solid Waste,Service Response,"3038 MCELDERRY ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.298218148481574,-76.57387627564417,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5738762756442, 39.2982181484816)"
5004M00000enKVZQA2,20-00515728,SW-HGW,API,2020-08-07T13:23:09Z,Open,2020-08-07T13:23:09Z,2020-09-21T13:23:09Z,Solid Waste,Service Response,"625 N CURLEY ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.29873877002308,-76.57574728750133,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5757472875013, 39.2987387700231)"
5004M00000enWV7QAM,20-00523739,SW-HGW,API,2020-08-10T13:58:28Z,Open,2020-08-10T13:58:28Z,2020-09-22T13:58:28Z,Solid Waste,Service Response,"3109 E MONUMENT ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.299038145273244,-76.57346807052575,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5734680705257, 39.2990381452732)"
5004M00000enXsRQAU,20-00524472,SW-HGW,API,2020-08-10T16:08:20Z,Open,2020-08-10T16:08:20Z,2020-09-22T16:08:20Z,Solid Waste,Service Response,"3030 MCELDERRY ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.29821350251361,-76.57406454218432,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5740645421843, 39.2982135025136)"
5004M00000enY8AQAU,20-00524631,SW-HGW,API,2020-08-10T16:38:56Z,Open,2020-08-10T16:38:56Z,2020-09-22T16:38:56Z,Solid Waste,Service Response,"3100 MCELDERRY ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.298227341097515,-76.573606845368,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.573606845368, 39.2982273410975)"
5004M00000eoKQdQAM,20-00552020,SW-HGW,API,2020-08-18T11:58:10Z,Open,2020-08-18T11:58:10Z,2020-09-30T11:58:10Z,Solid Waste,Service Response,"600 N ELLWOOD AVE, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.29839567191054,-76.573924360309,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.573924360309, 39.2983956719105)"
5004M00000epywFQAQ,20-00606159,SW-Cleaning,API,2020-09-03T17:53:10Z,Open,2020-09-03T17:53:10Z,2020-10-19T17:53:10Z,Solid Waste,Service Response,"2923 E MONUMENT ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.298935936737,-76.5757663872853,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5757663872853, 39.298935936737)"
5004M00000eq4afQAA,20-00608799,SW-HGW,API,2020-09-04T15:03:12Z,Open,2020-09-04T15:03:12Z,2020-10-20T15:03:12Z,Solid Waste,Service Response,"614 N ELLWOOD AVE, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.29866041759429,-76.57393577934782,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5739357793478, 39.2986604175943)"
5004M00000fY4AdQAK,20-00666646,SW-Cleaning,API,2020-09-28T19:43:39Z,Open,2020-09-28T19:43:39Z,2020-11-12T19:43:39Z,Solid Waste,Service Response,"2929 MCELDERRY ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.29785808596465,-76.57551384968244,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5755138496824, 39.2978580859646)"
5004M00000fYHIXQA4,20-00671645,SW-HGW,API,2020-09-30T15:24:36Z,Open,2020-09-30T15:24:36Z,2020-11-16T15:24:36Z,Solid Waste,Service Response,"2927 E MONUMENT ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.29894220493131,-76.57566881368146,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5756688136815, 39.2989422049313)"
5004M00000gBQoJQAW,20-00809251,TRS-48 Hour Parking/Abandoned Vehicle,Phone,2020-12-01T16:26:07Z,Open,2020-12-01T16:30:27Z,2020-12-08T16:26:07Z,Transportation,Service Response,"622 N CURLEY ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.29869130334923,-76.5760955612884,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5760955612884, 39.2986913033492)"
5004M00000h0pyGQAQ,20-00834499,SW-Cleaning,API,2020-12-10T23:18:10Z,Open,2020-12-10T23:18:10Z,2021-01-26T23:18:10Z,Solid Waste,Service Response,"3003 E MONUMENT ST, Baltimore City, 21205",21205,ELLWOOD PARK/MONUMENT,13,Southeastern,39.298985039431635,-76.57503208708316,NA,NA,NA,NA,2020-12-22,06:18:00,9S,3000 E MONUMENT ST,SHOOTING,Outside,FIREARM,333,EASTERN,ELLWOOD PARK/MONUMENT,DWELLING,NA,1,"c(-76.5750320870832, 39.2989850394316)"
