srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimetime,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,vri_name1,geometry
5004M00000gCAsiQAG,20-00826549,SW-Cleaning,API,2020-12-08T17:53:11Z,Open,2020-12-08T17:53:11Z,2021-01-20T17:53:11Z,Solid Waste,Service Response,"2512 E PRESTON ST, Baltimore City, 21213",21213,BEREA,13,Eastern,39.306003110620125,-76.58228610943783,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5822861094378, 39.3060031106201)"
5004M00000gCBfMQAW,20-00827374,SW-HGW,API,2020-12-08T19:58:11Z,Open,2020-12-08T19:58:11Z,2021-01-20T19:58:11Z,Solid Waste,Service Response,"1215 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.3050886660451,-76.58391288518715,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5839128851871, 39.3050886660451)"
5004M00000gCCNwQAO,20-00827446,SW-Cleaning,API,2020-12-08T20:13:12Z,Open,2020-12-08T20:13:12Z,2021-01-20T20:13:12Z,Solid Waste,Service Response,"1217 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30512540340221,-76.58391252101389,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5839125210139, 39.3051254034022)"
5004M00000h0ngAQAQ,20-00833196,SW-HGW,API,2020-12-10T18:23:12Z,Open,2020-12-10T18:23:11Z,2021-01-26T18:23:11Z,Solid Waste,Service Response,"1216 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30532047611989,-76.58430799662152,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5843079966215, 39.3053204761199)"
5004M00000h0urUQAQ,20-00836051,SW-HGW,API,2020-12-11T17:43:14Z,Open,2020-12-11T17:43:14Z,2021-01-27T17:43:14Z,Solid Waste,Service Response,"1200 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30502256032165,-76.58429303517006,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5842930351701, 39.3050225603217)"
5004M00000h0vaFQAQ,20-00836455,SW-Cleaning,API,2020-12-11T18:58:53Z,Open,2020-12-11T18:58:53Z,2021-01-27T18:58:53Z,Solid Waste,Service Response,"1206 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30513380697608,-76.5843028650892,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5843028650892, 39.3051338069761)"
5004M00000h0vYUQAY,20-00836486,SW-Boarding,API,2020-12-11T19:08:19Z,Open,2020-12-11T19:08:19Z,2020-12-22T19:08:19Z,Solid Waste,Service Response,"1202 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30506082886178,-76.58429594027947,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5842959402795, 39.3050608288618)"
5004M00000h13WAQAY,20-00839759,SW-Cleaning,API,2020-12-14T13:18:10Z,Open,2020-12-14T13:18:10Z,2021-01-28T13:18:10Z,Solid Waste,Service Response,"2438 E PRESTON ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.305966196694165,-76.58309509826503,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.583095098265, 39.3059661966942)"
5004M00000h18ZyQAI,20-00842466,SW-HGW,API,2020-12-14T21:03:11Z,Open,2020-12-14T21:03:11Z,2021-01-28T21:03:11Z,Solid Waste,Service Response,"1122 N MILTON AVE, Baltimore City, 21213",21213,BIDDLE STREET,13,Eastern,39.30441604079176,-76.58283746223653,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5828374622365, 39.3044160407918)"
5004M00000h1EwpQAE,20-00845096,SW-Cleaning,API,2020-12-15T16:18:10Z,Open,2020-12-15T16:18:10Z,2021-01-29T16:18:10Z,Solid Waste,Service Response,"1100 N MILTON AVE, Baltimore City, 21213",21213,BIDDLE STREET,13,Eastern,39.304015408821826,-76.58281900803243,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5828190080324, 39.3040154088218)"
5004M00000fWvtCQAS,20-00634589,SW-Cleaning,API,2020-09-15T20:08:46Z,Open,2020-09-15T20:08:46Z,2020-10-28T20:08:46Z,Solid Waste,Service Response,"715 ALLEGANY PL, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.308547522978266,-76.64352505178645,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6435250517865, 39.3085475229783)"
5004M00000fXeHqQAK,20-00655520,SW-HGW,API,2020-09-23T19:53:23Z,Open,2020-09-23T19:53:23Z,2020-11-06T19:53:23Z,Solid Waste,Service Response,"716 CUMBERLAND ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30855727564854,-76.64313442354563,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6431344235456, 39.3085572756485)"
5004M00000fY341QAC,20-00666562,SW-HGW,API,2020-09-28T19:23:13Z,Open,2020-09-28T19:23:13Z,2020-11-12T19:23:12Z,Solid Waste,Service Response,"539 SANFORD PL, Baltimore City, 21217",21217,DRUID HEIGHTS,7,Central,39.30887595759929,-76.64050489120561,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6405048912056, 39.3088759575993)"
5004M00000gB9YhQAK,20-00802645,SW-HGW,API,2020-11-27T19:03:27Z,Open,2020-11-27T19:03:27Z,2021-01-11T19:03:27Z,Solid Waste,Service Response,"537 CUMBERLAND ST, Baltimore City, 21217",21217,DRUID HEIGHTS,7,Central,39.309368264669786,-76.64124521957876,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6412452195788, 39.3093682646698)"
5004M00000h1OdxQAE,20-00848858,SW-Cleaning,API,2020-12-16T18:48:21Z,Open,2020-12-16T18:48:21Z,2021-02-01T18:48:21Z,Solid Waste,Service Response,"1741 N CAREY ST, Baltimore City, 21217",21217,PENN NORTH,7,Western,39.309524795717394,-76.64332091887947,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6433209188795, 39.3095247957174)"
5004M00000h1OlhQAE,20-00848929,SW-Cleaning,API,2020-12-16T19:03:12Z,Open,2020-12-16T19:03:12Z,2021-02-01T19:03:12Z,Solid Waste,Service Response,"1729 N CAREY ST, Baltimore City, 21217",21217,PENN NORTH,7,Western,39.30937000276944,-76.64311506718506,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6431150671851, 39.3093700027694)"
5004M00000h1OlwQAE,20-00848931,SW-Cleaning,API,2020-12-16T19:03:23Z,Open,2020-12-16T19:03:23Z,2021-02-01T19:03:23Z,Solid Waste,Service Response,"1727 N CAREY ST, Baltimore City, 21217",21217,PENN NORTH,7,Western,39.309341575184014,-76.64307722351373,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6430772235137, 39.309341575184)"
5004M00000h1sM6QAI,20-00864687,SW-Dirty Street,Phone,2020-12-21T19:49:02Z,New,2020-12-21T19:49:02Z,2020-12-31T19:49:02Z,Solid Waste,Service Response,"500 SANFORD PL, Baltimore City, 21217",21217,DRUID HEIGHTS,7,Central,39.30957272864337,-76.6406089095726,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6406089095726, 39.3095727286434)"
5004M00000h1sNiQAI,20-00864710,SW-Dirty Alley,Phone,2020-12-21T19:51:23Z,New,2020-12-21T19:51:23Z,2020-12-31T19:51:23Z,Solid Waste,Service Response,"500 SANFORD PL, Baltimore City, 21217",21217,DRUID HEIGHTS,7,Central,39.30957272864337,-76.6406089095726,NA,NA,NA,NA,2020-12-15,17:59:00,9S,600 CUMBERLAND ST,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,STREET,1,Western,"c(-76.6406089095726, 39.3095727286434)"
5004M00000eeUExQAM,20-00481016,SW-HGW,API,2020-07-27T17:03:08Z,Open,2020-07-27T17:03:08Z,2020-09-08T17:03:08Z,Solid Waste,Service Response,"1702 N BENTALOU ST, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.307788412093316,-76.65419732575573,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6541973257557, 39.3077884120933)"
5004M00000fXNOnQAO,20-00646904,SW-HGW,API,2020-09-21T13:28:25Z,Open,2020-09-21T13:28:24Z,2020-11-04T13:28:24Z,Solid Waste,Service Response,"1613 MORELAND AVE, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.306763576119245,-76.65553754680899,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.655537546809, 39.3067635761192)"
5004M00000fYFy2QAG,20-00671022,SW-HGW,API,2020-09-30T13:23:19Z,Open,2020-09-30T13:23:19Z,2020-11-16T13:23:19Z,Solid Waste,Service Response,"1702 N BENTALOU ST, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.307788412093316,-76.65419732575573,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6541973257557, 39.3077884120933)"
5004M00000fYnbgQAC,20-00684909,SW-HGW,API,2020-10-06T15:53:11Z,Open,2020-10-06T15:53:11Z,2020-11-20T15:53:11Z,Solid Waste,Service Response,"1649 N BENTALOU ST, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.30742783366427,-76.65370822175458,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6537082217546, 39.3074278336643)"
5004M00000fZtn2QAC,20-00713312,SW-HGW,API,2020-10-19T14:54:09Z,Open,2020-10-19T14:54:09Z,2020-12-03T14:54:09Z,Solid Waste,Service Response,"1616 N BENTALOU ST, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.30680262266589,-76.65414419508411,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6541441950841, 39.3068026226659)"
5004M00000fZtwsQAC,20-00713414,SW-Cleaning,API,2020-10-19T15:03:51Z,Open,2020-10-19T15:03:51Z,2020-12-03T15:03:51Z,Solid Waste,Service Response,"1618 N BENTALOU ST, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.30683531549269,-76.65414647668477,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6541464766848, 39.3068353154927)"
5004M00000faMvjQAE,20-00725649,SW-HGW,API,2020-10-23T14:03:37Z,Open,2020-10-23T14:03:37Z,2020-12-09T14:03:37Z,Solid Waste,Service Response,"1602 N SMALLWOOD ST, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.30658813289209,-76.6527755767932,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6527755767932, 39.3065881328921)"
5004M00000g9YhdQAE,20-00765785,SW-HGW,API,2020-11-10T17:33:10Z,Open,2020-11-10T17:33:10Z,2020-12-24T17:33:09Z,Solid Waste,Service Response,"1604 N SMALLWOOD ST, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.30662574481679,-76.65277893987809,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6527789398781, 39.3066257448168)"
5004M00000gAxH2QAK,20-00798643,SW-Cleaning,API,2020-11-25T15:03:23Z,Open,2020-11-25T15:03:23Z,2021-01-07T15:03:23Z,Solid Waste,Service Response,"1621 MORELAND AVE, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.306978391441874,-76.655546910476,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.655546910476, 39.3069783914419)"
5004M00000gAxskQAC,20-00798906,SW-Cleaning,API,2020-11-25T15:38:19Z,Open,2020-11-25T15:38:19Z,2021-01-07T15:38:19Z,Solid Waste,Service Response,"1612 RUXTON AVE, Baltimore City, 21216",21216,COPPIN HEIGHTS/ASH-CO-EAST,7,Western,39.306690197966134,-76.65511930761367,NA,NA,NA,NA,2020-12-15,18:44:00,9S,1600 N BENTALOU ST,SHOOTING,Outside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,STREET,1,Western,"c(-76.6551193076137, 39.3066901979661)"
5004M00000e0JpzQAE,20-00401089,SW-Cleaning,API,2020-07-01T12:43:08Z,Open,2020-07-01T12:43:08Z,2020-08-13T12:43:08Z,Solid Waste,Service Response,"203 S MONROE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28486083609782,-76.64658959184509,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6465895918451, 39.2848608360978)"
5004M00000e1CAkQAM,20-00430394,SW-HGW,API,2020-07-10T12:38:20Z,Open,2020-07-10T12:38:20Z,2020-08-21T12:38:20Z,Solid Waste,Service Response,"1807 HOLLINS ST, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Southern,39.28705278943529,-76.64661241061053,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6466124106105, 39.2870527894353)"
5004M00000eobJDQAY,20-00561183,SW-HGW,API,2020-08-20T14:03:48Z,Open,2020-08-20T14:03:47Z,2020-10-02T14:03:47Z,Solid Waste,Service Response,"1835 FREDERICK AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.286779546375456,-76.64650734386598,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.646507343866, 39.2867795463755)"
5004M00000fX9WoQAK,20-00640282,SW-HGW,API,2020-09-17T18:23:34Z,Open,2020-09-17T18:23:33Z,2020-10-30T18:23:33Z,Solid Waste,Service Response,"1809 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285786578320575,-76.64567113584643,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6456711358464, 39.2857865783206)"
5004M00000fX9WZQA0,20-00640279,SW-HGW,API,2020-09-17T18:23:20Z,Open,2020-09-17T18:23:20Z,2020-10-30T18:23:19Z,Solid Waste,Service Response,"1811 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285782718635794,-76.64570790079242,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6457079007924, 39.2857827186358)"
5004M00000fYHIcQAO,20-00671646,SW-HGW,API,2020-09-30T15:24:45Z,Open,2020-09-30T15:24:45Z,2020-11-16T15:24:45Z,Solid Waste,Service Response,"107 S ADDISON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285615640358074,-76.64584045434148,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6458404543415, 39.2856156403581)"
5004M00000fYxGfQAK,20-00689524,SW-HGW,API,2020-10-07T20:08:51Z,Open,2020-10-07T20:08:51Z,2020-11-24T20:08:51Z,Solid Waste,Service Response,"1936 FREDERICK AVE, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.28658613726745,-76.64795226197275,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6479522619727, 39.2865861372674)"
5004M00000fZ9e6QAC,20-00694278,SW-HGW,API,2020-10-09T16:53:11Z,Open,2020-10-09T16:53:10Z,2020-11-26T16:53:10Z,Solid Waste,Service Response,"211 S MONROE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28473124007705,-76.64657189357641,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6465718935764, 39.2847312400771)"
5004M00000gA4fJQAS,20-00777908,SW-Cleaning,API,2020-11-16T18:08:10Z,Open,2020-11-16T18:08:09Z,2020-12-30T18:08:09Z,Solid Waste,Service Response,"125 S PAYSON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285463691824,-76.64831545582794,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6483154558279, 39.285463691824)"
5004M00000gBH2UQAW,20-00806125,SW-Cleaning,API,2020-11-30T14:53:11Z,Open,2020-11-30T14:53:10Z,2021-01-12T14:53:10Z,Solid Waste,Service Response,"1801 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28577341290543,-76.6454994943674,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6454994943674, 39.2857734129054)"
5004M00000gBHosQAG,20-00806411,SW-Cleaning,API,2020-11-30T15:58:09Z,Open,2020-11-30T15:58:09Z,2021-01-12T15:58:09Z,Solid Waste,Service Response,"1906 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285733748367804,-76.64724656868378,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6472465686838, 39.2857337483678)"
5004M00000gBHPOQA4,20-00806263,SW-HGW,API,2020-11-30T15:23:11Z,Open,2020-11-30T15:23:11Z,2021-01-12T15:23:11Z,Solid Waste,Service Response,"1819 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28577710429803,-76.64586753007163,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6458675300716, 39.285777104298)"
5004M00000gBHShQAO,20-00806275,SW-Cleaning,API,2020-11-30T15:28:14Z,Open,2020-11-30T15:28:14Z,2021-01-12T15:28:14Z,Solid Waste,Service Response,"1827 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285611187512295,-76.64627332943941,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6462733294394, 39.2856111875123)"
5004M00000gBPmMQAW,20-00808815,SW-Cleaning,API,2020-12-01T15:03:26Z,Open,2020-12-01T15:03:26Z,2021-01-13T15:03:26Z,Solid Waste,Service Response,"112 S ADDISON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285711131001214,-76.64604519972167,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6460451997217, 39.2857111310012)"
5004M00000gBTS3QAO,20-00810559,SW-Cleaning,API,2020-12-01T20:23:12Z,Open,2020-12-01T20:23:11Z,2021-01-13T20:23:11Z,Solid Waste,Service Response,"1802 W LOMBARD ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28637898061885,-76.64558322662845,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6455832266284, 39.2863789806188)"
5004M00000gBTSNQA4,20-00810562,SW-Cleaning,API,2020-12-01T20:23:40Z,Open,2020-12-01T20:23:40Z,2021-01-13T20:23:40Z,Solid Waste,Service Response,"102 S ADDISON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285876098729354,-76.64605294392123,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6460529439212, 39.2858760987294)"
5004M00000gBUQrQAO,20-00810933,SW-Cleaning,API,2020-12-01T22:43:11Z,Open,2020-12-01T22:43:11Z,2021-01-13T22:43:11Z,Solid Waste,Service Response,"1903 W LOMBARD ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.2860169372201,-76.64716766999511,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6471676699951, 39.2860169372201)"
5004M00000gBc0SQAS,20-00813476,SW-Cleaning,API,2020-12-02T19:43:12Z,Open,2020-12-02T19:43:11Z,2021-01-14T19:43:11Z,Solid Waste,Service Response,"1829 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28560685053983,-76.6463193890802,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6463193890802, 39.2856068505398)"
5004M00000gBc0wQAC,20-00813482,SW-Cleaning,API,2020-12-02T19:43:52Z,Open,2020-12-02T19:43:51Z,2021-01-14T19:43:51Z,Solid Waste,Service Response,"1910 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285739111646734,-76.64735241067596,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.647352410676, 39.2857391116467)"
5004M00000gBc6BQAS,20-00813531,SW-Cleaning,API,2020-12-02T19:53:20Z,Open,2020-12-02T19:53:20Z,2021-01-14T19:53:20Z,Solid Waste,Service Response,"1916 LEMMON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.285728837546564,-76.64750138236953,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6475013823695, 39.2857288375466)"
5004M00000h0kDpQAI,20-00832020,SW-Boarding,API,2020-12-10T14:08:11Z,Open,2020-12-10T14:08:11Z,2020-12-21T14:08:11Z,Solid Waste,Service Response,"1808 DOVER ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.284835355005136,-76.64557420782246,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6455742078225, 39.2848353550051)"
5004M00000h0ohjQAA,20-00834141,SW-HGW,API,2020-12-10T20:48:27Z,Open,2020-12-10T20:48:27Z,2021-01-26T20:48:27Z,Solid Waste,Service Response,"1829 FREDERICK AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.286825583945145,-76.64636462381338,NA,NA,NA,NA,2020-12-14,18:18:00,9S,1900 LEMMON ST,SHOOTING,Outside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,STREET,1,Tri-District,"c(-76.6463646238134, 39.2868255839451)"
