srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,crimetime,vri_name1,geometry
5004M00000fZXFmQAO,20-00703836,SW-HGW,API,2020-10-14T17:38:19Z,Open,2020-10-14T17:38:19Z,2020-11-30T17:38:19Z,Solid Waste,Service Response,"700 N GRANTLEY ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29535683365565,-76.67745379158882,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6774537915888, 39.2953568336557)"
5004M00000dyLx7QAE,20-00330436,SW-HGW,API,2020-06-10T15:13:50Z,Open,2020-06-10T15:13:50Z,2020-07-22T15:13:50Z,Solid Waste,Service Response,"2210 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.263683989945754,-76.63191560276115,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6319156027612, 39.2636839899458)"
5004M00000dyLxgQAE,20-00330445,SW-HGW,API,2020-06-10T15:14:28Z,Open,2020-06-10T15:14:28Z,2020-07-22T15:14:28Z,Solid Waste,Service Response,"2212 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.263648957581644,-76.63193875259319,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6319387525932, 39.2636489575816)"
5004M00000dyM4cQAE,20-00330509,SW-HGW,API,2020-06-10T15:24:11Z,Open,2020-06-10T15:24:11Z,2020-07-22T15:24:11Z,Solid Waste,Service Response,"2214 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26361323273657,-76.63195916836689,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6319591683669, 39.2636132327366)"
5004M00000dyMNLQA2,20-00330688,SW-HGW,API,2020-06-10T15:53:48Z,Open,2020-06-10T15:53:48Z,2020-07-22T15:53:48Z,Solid Waste,Service Response,"2222 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26347858243236,-76.63204805974912,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6320480597491, 39.2634785824324)"
5004M00000dyNmdQAE,20-00331809,SW-HGW,API,2020-06-10T18:53:31Z,Open,2020-06-10T18:53:31Z,2020-07-22T18:53:31Z,Solid Waste,Service Response,"2255 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26260594329232,-76.63203219890006,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6320321989001, 39.2626059432923)"
5004M00000dyO1RQAU,20-00331934,SW-HGW,API,2020-06-10T19:13:52Z,Open,2020-06-10T19:13:51Z,2020-07-22T19:13:51Z,Solid Waste,Service Response,"2243 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26281230538108,-76.63190353538356,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6319035353836, 39.2628123053811)"
5004M00000e0MJcQAM,20-00402619,SW-Cleaning,API,2020-07-01T16:43:47Z,Open,2020-07-01T16:43:47Z,2020-08-13T16:43:47Z,Solid Waste,Service Response,"2224 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.263706800434534,-76.6327951942998,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6327951942998, 39.2637068004345)"
5004M00000e0N1AQAU,20-00403043,SW-HGW,API,2020-07-01T18:13:12Z,Open,2020-07-01T18:13:12Z,2020-08-13T18:13:12Z,Solid Waste,Service Response,"2230 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.263582686324895,-76.63282246039324,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6328224603932, 39.2635826863249)"
5004M00000e0NKHQA2,20-00403220,SW-HGW,API,2020-07-01T18:43:48Z,Open,2020-07-01T18:43:48Z,2020-08-13T18:43:48Z,Solid Waste,Service Response,"2236 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.2633853927021,-76.63299067533295,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6329906753329, 39.2633853927021)"
5004M00000e0NlDQAU,20-00403666,SW-HGW,API,2020-07-01T19:45:27Z,Open,2020-07-01T19:45:27Z,2020-08-13T19:45:27Z,Solid Waste,Service Response,"2223 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26358729918619,-76.63243746856129,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6324374685613, 39.2635872991862)"
5004M00000e0NxxQAE,20-00403913,SW-HGW,API,2020-07-01T20:24:49Z,Open,2020-07-01T20:24:49Z,2020-08-13T20:24:49Z,Solid Waste,Service Response,"2237 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.263226737310475,-76.63264783103814,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6326478310381, 39.2632267373105)"
5004M00000e0RgGQAU,20-00405252,SW-HGW,API,2020-07-02T12:43:30Z,Open,2020-07-02T12:43:30Z,2020-08-14T12:43:30Z,Solid Waste,Service Response,"2247 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.263069916579596,-76.63276293461847,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6327629346185, 39.2630699165796)"
5004M00000e0RxHQAU,20-00405417,SW-Cleaning,API,2020-07-02T13:13:45Z,Open,2020-07-02T13:13:44Z,2020-08-14T13:13:44Z,Solid Waste,Service Response,"2249 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26304539282116,-76.63278443187639,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6327844318764, 39.2630453928212)"
5004M00000e0S3KQAU,20-00405496,SW-HGW,API,2020-07-02T13:24:28Z,Open,2020-07-02T13:24:28Z,2020-08-14T13:24:27Z,Solid Waste,Service Response,"2259 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.262895758994404,-76.6328760517992,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6328760517992, 39.2628957589944)"
5004M00000efFF7QAM,20-00504989,SW-HGW,API,2020-08-04T13:58:20Z,Open,2020-08-04T13:58:20Z,2020-09-16T13:58:20Z,Solid Waste,Service Response,"2242 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26327107816384,-76.63306316512401,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.633063165124, 39.2632710781638)"
5004M00000fWsr4QAC,20-00632923,SW-Cleaning,API,2020-09-15T14:18:10Z,Open,2020-09-15T14:18:10Z,2020-10-28T14:18:10Z,Solid Waste,Service Response,"2233 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26329688480534,-76.63260509034002,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.63260509034, 39.2632968848053)"
5004M00000fWt3tQAC,20-00633045,SW-Cleaning,API,2020-09-15T14:43:10Z,Open,2020-09-15T14:43:10Z,2020-10-28T14:43:10Z,Solid Waste,Service Response,"2241 SIDNEY AVE, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.263162629022176,-76.63271503479915,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6327150347991, 39.2631626290222)"
5004M00000fXiiHQAS,20-00656269,SW-HGW,API,2020-09-24T10:03:10Z,Open,2020-09-24T10:03:10Z,2020-11-09T10:03:10Z,Solid Waste,Service Response,"2237 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.26291733074231,-76.6318403651173,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6318403651173, 39.2629173307423)"
5004M00000fYkxhQAC,20-00683802,SW-HGW,API,2020-10-06T12:28:09Z,Open,2020-10-06T12:28:09Z,2020-11-20T12:28:09Z,Solid Waste,Service Response,"2223 CEDLEY ST, Baltimore City, 21230",21230,WESTPORT,10,Southern,39.2631684419999,-76.6317100214378,NA,NA,NA,NA,2020-10-05,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,921,SOUTHERN,WESTPORT,PUBLIC AREA,1,19:32:00,NA,"c(-76.6317100214378, 39.2631684419999)"
5004M00000dyNNCQA2,20-00331398,SW-HGW,API,2020-06-10T17:53:56Z,Open,2020-06-10T17:53:56Z,2020-07-22T17:53:56Z,Solid Waste,Service Response,"2595 CARROLL ST, Baltimore City, 21230",21230,MORRELL PARK,10,Southwestern,39.26463536500006,-76.65144285715733,NA,NA,NA,NA,2020-10-05,1A,2000 WHISTLER AV,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,STREET,1,20:34:00,NA,"c(-76.6514428571573, 39.2646353650001)"
5004M00000e0TolQAE,20-00406687,SW-HGW,API,2020-07-02T15:53:38Z,Open,2020-07-02T15:53:38Z,2020-08-14T15:53:38Z,Solid Waste,Service Response,"2036 GRINNALDS AVE, Baltimore City, 21230",21230,MORRELL PARK,10,Southwestern,39.26583827342187,-76.64972144326138,NA,NA,NA,NA,2020-10-05,1A,2000 WHISTLER AV,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,STREET,1,20:34:00,NA,"c(-76.6497214432614, 39.2658382734219)"
5004M00000eeYCsQAM,20-00482771,SW-HGW,API,2020-07-28T10:53:10Z,Open,2020-07-28T10:53:09Z,2020-09-09T10:53:09Z,Solid Waste,Service Response,"2030 WHISTLER AVE, Baltimore City, 21230",21230,MORRELL PARK,10,Southwestern,39.26488933446597,-76.65103883175476,NA,NA,NA,NA,2020-10-05,1A,2000 WHISTLER AV,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,STREET,1,20:34:00,NA,"c(-76.6510388317548, 39.264889334466)"
5004M00000epyaYQAQ,20-00605995,SW-Cleaning,API,2020-09-03T17:03:37Z,Open,2020-09-03T17:03:37Z,2020-10-19T17:03:37Z,Solid Waste,Service Response,"2520 TOLLEY ST, Baltimore City, 21230",21230,MORRELL PARK,10,Southwestern,39.264418535688954,-76.6508024722731,NA,NA,NA,NA,2020-10-05,1A,2000 WHISTLER AV,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,STREET,1,20:34:00,NA,"c(-76.6508024722731, 39.264418535689)"
5004M00000fYJJ0QAO,20-00672676,SW-HGW,API,2020-09-30T19:28:21Z,Open,2020-09-30T19:28:21Z,2020-11-16T19:28:21Z,Solid Waste,Service Response,"2050 HARMAN AVE, Baltimore City, 21230",21230,MORRELL PARK,10,Southwestern,39.265133446423846,-76.65008473643655,NA,NA,NA,NA,2020-10-05,1A,2000 WHISTLER AV,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,STREET,1,20:34:00,NA,"c(-76.6500847364366, 39.2651334464238)"
5004M00000fZ0ZfQAK,20-00690375,HCD-Illegal Dumping,Phone,2020-10-08T12:48:27Z,New,2020-10-08T12:48:27Z,2020-10-13T12:48:27Z,Housing,Service Response,"2036 HARMAN AVE, Baltimore City, 21230",21230,MORRELL PARK,10,Southwestern,39.26532731350732,-76.65033250943925,NA,NA,NA,NA,2020-10-05,1A,2000 WHISTLER AV,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,STREET,1,20:34:00,NA,"c(-76.6503325094393, 39.2653273135073)"
5004M00000fZlaVQAS,20-00709554,SW-Dirty Street,System,2020-10-16T18:37:20Z,New,2020-10-16T18:37:20Z,2020-10-27T18:37:20Z,Solid Waste,Service Response,"HARMAN AVE & TOLLEY ST, Baltimore City, 21230",21230,MORRELL PARK,10,Southwestern,39.26512028928536,-76.64969304602373,NA,NA,NA,NA,2020-10-05,1A,2000 WHISTLER AV,HOMICIDE,Outside,FIREARM,831,SOUTHWEST,MORRELL PARK,STREET,1,20:34:00,NA,"c(-76.6496930460237, 39.2651202892854)"
5004M00000afQ5yQAE,19-00827727,RP-Street Lighting Repairs,API,2019-11-20T00:01:44Z,New,2019-11-20T00:01:44Z,2019-12-04T00:01:44Z,Recreation & Parks,WO - Reset Light TimIng Clocks,"300 BARCLAY-TOWNSEND 1, Baltimore City, 21202",21202,GREENMOUNT WEST,12,Eastern,39.31034084729874,-76.6116135531998,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,2020-10-05,9S,1800 BARCLAY ST,SHOOTING,Outside,FIREARM,313,EASTERN,GREENMOUNT WEST,STREET,1,22:05:00,NA,"c(-76.6116135531998, 39.3103408472987)"
5004M00000bMdyDQAS,20-00043160,RP-Street Lighting Repairs,Internal,2020-01-23T21:42:19Z,Open,2020-06-09T16:25:49Z,2020-02-07T00:15:55Z,Recreation & Parks,Cityworks SR Comments,"1811 TOWNSEND CT, Baltimore City, 21202",21202,GREENMOUNT WEST,12,Eastern,39.31050794488868,-76.61171218621676,NA,2020-06-10T04:25:00Z,Updated,NA,2020-10-05,9S,1800 BARCLAY ST,SHOOTING,Outside,FIREARM,313,EASTERN,GREENMOUNT WEST,STREET,1,22:05:00,NA,"c(-76.6117121862168, 39.3105079448887)"
5004M00000eo2HWQAY,20-00541687,HCD-Illegal Dumping,Phone,2020-08-14T14:37:43Z,Open,2020-09-15T17:25:57Z,2020-08-19T14:37:43Z,Housing,Referred for Removal,"329 E NORTH AVE, Baltimore City, 21202",21202,GREENMOUNT WEST,12,Eastern,39.31103832185934,-76.61126415930408,NA,2020-09-15T17:25:00Z,Removal referred,NA,2020-10-05,9S,1800 BARCLAY ST,SHOOTING,Outside,FIREARM,313,EASTERN,GREENMOUNT WEST,STREET,1,22:05:00,NA,"c(-76.6112641593041, 39.3110383218593)"
5004M00000epaIyQAI,20-00594991,SW-HGW,API,2020-08-31T14:03:10Z,Open,2020-08-31T14:03:10Z,2020-10-14T14:03:10Z,Solid Waste,Service Response,"329 E NORTH AVE, Baltimore City, 21202",21202,GREENMOUNT WEST,12,Eastern,39.31103832185934,-76.61126415930408,NA,NA,NA,NA,2020-10-05,9S,1800 BARCLAY ST,SHOOTING,Outside,FIREARM,313,EASTERN,GREENMOUNT WEST,STREET,1,22:05:00,NA,"c(-76.6112641593041, 39.3110383218593)"
5004M00000fXPxZQAW,20-00648128,SW-HGW,API,2020-09-21T17:03:11Z,Open,2020-09-21T17:03:11Z,2020-11-04T17:03:11Z,Solid Waste,Service Response,"1700 LATROBE ST, Baltimore City, 21202",21202,GREENMOUNT WEST,12,Eastern,39.30931856881416,-76.61170196729437,NA,NA,NA,NA,2020-10-05,9S,1800 BARCLAY ST,SHOOTING,Outside,FIREARM,313,EASTERN,GREENMOUNT WEST,STREET,1,22:05:00,NA,"c(-76.6117019672944, 39.3093185688142)"
5004M00000dxzyrQAA,20-00318212,SW-Cleaning,API,2020-06-05T18:43:19Z,Open,2020-06-05T18:43:19Z,2020-07-17T18:43:19Z,Solid Waste,Service Response,"2408 PUGET ST, Baltimore City, 21230",21230,MOUNT WINANS,10,Southern,39.262207214955346,-76.64253012216196,NA,NA,NA,NA,2020-10-05,1A,2400 MAISEL CT,HOMICIDE,Inside,FIREARM,921,SOUTHERN,WESTPORT,DWELLING,1,15:00:00,NA,"c(-76.642530122162, 39.2622072149553)"
5004M00000eqIJFQA2,20-00614912,SW-HGW,API,2020-09-08T14:08:46Z,Open,2020-09-08T14:08:46Z,2020-10-21T14:08:46Z,Solid Waste,Service Response,"2412 PUGET ST, Baltimore City, 21230",21230,MOUNT WINANS,10,Southern,39.26205553955122,-76.64271469179174,NA,NA,NA,NA,2020-10-05,1A,2400 MAISEL CT,HOMICIDE,Inside,FIREARM,921,SOUTHERN,WESTPORT,DWELLING,1,15:00:00,NA,"c(-76.6427146917917, 39.2620555395512)"
5004M00000fWcsMQAS,20-00625662,SW-HGW,API,2020-09-11T16:23:21Z,Open,2020-09-11T16:23:21Z,2020-10-26T16:23:21Z,Solid Waste,Service Response,"2411 HURON ST, Baltimore City, 21230",21230,MOUNT WINANS,10,Southern,39.26256699882455,-76.64287904980556,NA,NA,NA,NA,2020-10-05,1A,2400 MAISEL CT,HOMICIDE,Inside,FIREARM,921,SOUTHERN,WESTPORT,DWELLING,1,15:00:00,NA,"c(-76.6428790498056, 39.2625669988246)"
5004M00000fWcsqQAC,20-00625665,SW-HGW,API,2020-09-11T16:23:35Z,Open,2020-09-11T16:23:35Z,2020-10-26T16:23:35Z,Solid Waste,Service Response,"2405 HURON ST, Baltimore City, 21230",21230,MOUNT WINANS,10,Southern,39.26267337604107,-76.64270584679574,NA,NA,NA,NA,2020-10-05,1A,2400 MAISEL CT,HOMICIDE,Inside,FIREARM,921,SOUTHERN,WESTPORT,DWELLING,1,15:00:00,NA,"c(-76.6427058467957, 39.2626733760411)"
5004M00000fX6bUQAS,20-00638644,SW-HGW,API,2020-09-17T13:04:11Z,Open,2020-09-17T13:04:11Z,2020-10-30T13:04:11Z,Solid Waste,Service Response,"2409 PUGET ST, Baltimore City, 21230",21230,MOUNT WINANS,10,Southern,39.261931422682686,-76.6423125948521,NA,NA,NA,NA,2020-10-05,1A,2400 MAISEL CT,HOMICIDE,Inside,FIREARM,921,SOUTHERN,WESTPORT,DWELLING,1,15:00:00,NA,"c(-76.6423125948521, 39.2619314226827)"
5004M00000fYmlVQAS,20-00684516,SW-HGW,API,2020-10-06T14:33:22Z,Open,2020-10-06T14:33:22Z,2020-11-20T14:33:22Z,Solid Waste,Service Response,"2400 BLK PUGET-HOLLINS FERRY, Baltimore City, 21230",21230,MOUNT WINANS,10,Southern,39.26189211128277,-76.64213328090462,NA,NA,NA,NA,2020-10-05,1A,2400 MAISEL CT,HOMICIDE,Inside,FIREARM,921,SOUTHERN,WESTPORT,DWELLING,1,15:00:00,NA,"c(-76.6421332809046, 39.2618921112828)"
5004M00000dYV81QAG,20-00308536,SW-HGW,API,2020-06-02T16:49:18Z,Open,2020-06-02T16:49:18Z,2020-07-14T16:49:18Z,Solid Waste,Service Response,"2101 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.289212323075915,-76.65028029195969,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6502802919597, 39.2892123230759)"
5004M00000dyr4YQAQ,20-00353570,SW-HGW,API,2020-06-15T17:28:24Z,Open,2020-06-15T17:28:24Z,2020-07-27T17:28:24Z,Solid Waste,Service Response,"2112 W BALTIMORE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28815744556674,-76.65063306825252,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6506330682525, 39.2881574455667)"
5004M00000e07UjQAI,20-00395061,SW-HGW,API,2020-06-29T18:23:09Z,Open,2020-06-29T18:23:09Z,2020-08-11T18:23:09Z,Solid Waste,Service Response,"2134 W BALTIMORE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28813680632309,-76.65117873774123,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6511787377412, 39.2881368063231)"
5004M00000e0LMPQA2,20-00402024,SW-HGW,API,2020-07-01T14:58:33Z,Open,2020-07-01T14:58:33Z,2020-08-13T14:58:33Z,Solid Waste,Service Response,"2113 W BALTIMORE ST, Baltimore City, 21223",21223,BOYD-BOOTH,9,Southwestern,39.28783508050005,-76.65048803349262,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6504880334926, 39.2878350805001)"
5004M00000e0O74QAE,20-00403896,SW-HGW,API,2020-07-01T20:23:23Z,Open,2020-07-01T20:23:23Z,2020-08-13T20:23:23Z,Solid Waste,Service Response,"2116 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28882440958122,-76.65069123941312,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6506912394131, 39.2888244095812)"
5004M00000e0RrOQAU,20-00405362,SW-HGW,API,2020-07-02T13:04:08Z,Open,2020-07-02T13:04:08Z,2020-08-14T13:04:08Z,Solid Waste,Service Response,"2123 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.288572801723724,-76.65087847137013,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6508784713701, 39.2885728017237)"
5004M00000e0SAQQA2,20-00405587,SW-HGW,API,2020-07-02T13:33:13Z,Open,2020-07-02T13:33:13Z,2020-08-14T13:33:13Z,Solid Waste,Service Response,"2131 W FAIRMOUNT AVE, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28856020739847,-76.65106474047514,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6510647404751, 39.2885602073985)"
5004M00000e0UzWQAU,20-00407538,SW-HGW,API,2020-07-02T18:33:27Z,Open,2020-07-02T18:33:27Z,2020-08-14T18:33:27Z,Solid Waste,Service Response,"2109 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28921180440491,-76.65048033895305,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.650480338953, 39.2892118044049)"
5004M00000e0V1qQAE,20-00407488,SW-HGW,API,2020-07-02T18:23:38Z,Open,2020-07-02T18:23:38Z,2020-08-14T18:23:38Z,Solid Waste,Service Response,"2105 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28921124710946,-76.65038291157029,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6503829115703, 39.2892112471095)"
5004M00000e0VD4QAM,20-00407633,SW-HGW,API,2020-07-02T18:53:46Z,Open,2020-07-02T18:53:46Z,2020-08-14T18:53:46Z,Solid Waste,Service Response,"2125 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28919226319881,-76.6508851727099,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6508851727099, 39.2891922631988)"
5004M00000e0VEpQAM,20-00407627,SW-HGW,API,2020-07-02T18:53:19Z,Open,2020-07-02T18:53:19Z,2020-08-14T18:53:19Z,Solid Waste,Service Response,"2117 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.2892014199492,-76.650683484178,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.650683484178, 39.2892014199492)"
5004M00000e0VF4QAM,20-00407631,SW-HGW,API,2020-07-02T18:53:36Z,Open,2020-07-02T18:53:36Z,2020-08-14T18:53:36Z,Solid Waste,Service Response,"2119 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28920055917604,-76.65073053150081,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6507305315008, 39.289200559176)"
5004M00000e0VIrQAM,20-00407678,SW-HGW,API,2020-07-02T19:03:28Z,Open,2020-07-02T19:03:28Z,2020-08-14T19:03:28Z,Solid Waste,Service Response,"2137 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.289181368348764,-76.65118957189574,NA,NA,NA,NA,2020-10-04,9S,2000 W BALTIMORE ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,1,13:57:00,Tri-District,"c(-76.6511895718957, 39.2891813683488)"
