srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimetime,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,vri_name1,geometry
5004M00000fWjm4QAC,20-00630029,SW-Cleaning,API,2020-09-14T13:48:32Z,Open,2020-09-14T13:48:32Z,2020-10-27T13:48:32Z,Solid Waste,Service Response,"2929 OAKLEY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.347980189836186,-76.66976357243468,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6697635724347, 39.3479801898362)"
5004M00000fWllbQAC,20-00630133,SW-HGW,API,2020-09-14T14:10:36Z,Open,2020-09-14T14:10:36Z,2020-10-27T14:10:36Z,Solid Waste,Service Response,"2916 OAKLEY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.34836785227204,-76.66983043409353,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6698304340935, 39.348367852272)"
5004M00000fWlrKQAS,20-00630182,SW-HGW,API,2020-09-14T14:20:22Z,Open,2020-09-14T14:20:21Z,2020-10-27T14:20:21Z,Solid Waste,Service Response,"2904 OAKLEY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.348740807074165,-76.66932199028514,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6693219902851, 39.3487408070742)"
5004M00000fXJISQA4,20-00645101,HCD-Illegal Dumping,API,2020-09-19T19:52:36Z,Open,2020-10-05T18:46:43Z,2020-09-24T19:52:36Z,Housing,Service Response,"2841 W GARRISON AVE, Baltimore City, 21215",21215,CYLBURN,6,Northern,39.349493895305876,-76.66796401854432,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6679640185443, 39.3494938953059)"
5004M00000fXNaxQAG,20-00646817,SW-HGW,API,2020-09-21T13:18:28Z,Open,2020-09-21T13:18:27Z,2020-11-04T13:18:27Z,Solid Waste,Service Response,"4905 CHALGROVE AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.34885998553257,-76.669785282127,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.669785282127, 39.3488599855326)"
5004M00000fXNT8QAO,20-00646729,SW-HGW,API,2020-09-21T13:08:32Z,Open,2020-09-21T13:08:32Z,2020-11-04T13:08:32Z,Solid Waste,Service Response,"4903 CHALGROVE AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.348819565059536,-76.66975821467352,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6697582146735, 39.3488195650595)"
5004M00000fXsVjQAK,20-00660761,SW-HGW,API,2020-09-25T16:03:19Z,Open,2020-09-25T16:03:19Z,2020-11-10T16:03:19Z,Solid Waste,Service Response,"2925 OAKLEY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.34804891374467,-76.66965320310673,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6696532031067, 39.3480489137447)"
5004M00000fXsvuQAC,20-00660923,SW-HGW,API,2020-09-25T16:53:10Z,Open,2020-09-25T16:53:10Z,2020-11-10T16:53:10Z,Solid Waste,Service Response,"3007 OAKLEY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.3477821844202,-76.6700726810429,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6700726810429, 39.3477821844202)"
5004M00000fXt8oQAC,20-00661055,SW-HGW,API,2020-09-25T17:18:10Z,Open,2020-09-25T17:18:10Z,2020-11-10T17:18:10Z,Solid Waste,Service Response,"2923 OAKLEY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.348082721162356,-76.66959156954127,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6695915695413, 39.3480827211624)"
5004M00000fY3SMQA0,20-00666231,SW-HGW,API,2020-09-28T18:03:53Z,Open,2020-09-28T18:03:53Z,2020-11-12T18:03:53Z,Solid Waste,Service Response,"4919 QUEENSBERRY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.34878514240975,-76.67072472223036,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6707247222304, 39.3487851424098)"
5004M00000fY3fGQAS,20-00666346,SW-HGW,API,2020-09-28T18:33:12Z,Open,2020-09-28T18:33:12Z,2020-11-12T18:33:12Z,Solid Waste,Service Response,"4917 QUEENSBERRY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.348735269985276,-76.67068829110985,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6706882911099, 39.3487352699853)"
5004M00000fY3kGQAS,20-00666401,SW-HGW,API,2020-09-28T18:43:21Z,Open,2020-09-28T18:43:21Z,2020-11-12T18:43:21Z,Solid Waste,Service Response,"4915 QUEENSBERRY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.348688782716785,-76.670656390084,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.670656390084, 39.3486887827168)"
5004M00000fY3p2QAC,20-00666454,SW-HGW,API,2020-09-28T18:53:31Z,Open,2020-09-28T18:53:31Z,2020-11-12T18:53:31Z,Solid Waste,Service Response,"4913 QUEENSBERRY AVE, Baltimore City, 21215",21215,CENTRAL PARK HEIGHTS,6,Northwestern,39.34863962484439,-76.67061921130478,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6706192113048, 39.3486396248444)"
5004M00000fZlioQAC,20-00709659,SW-HGW,API,2020-10-16T18:53:11Z,Open,2020-10-16T18:53:11Z,2020-12-02T18:53:11Z,Solid Waste,Service Response,"2828 OAKLEY AVE, Baltimore City, 21215",21215,CYLBURN,6,Northern,39.34903808281031,-76.66759942317387,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6675994231739, 39.3490380828103)"
5004M00000fZmX4QAK,20-00710082,HCD-Illegal Dumping,API,2020-10-16T21:34:41Z,New,2020-10-16T21:34:41Z,2020-10-21T21:34:41Z,Housing,Service Response,"2841 W GARRISON AVE, Baltimore City, 21215",21215,CYLBURN,6,Northern,39.349493895305876,-76.66796401854432,NA,NA,NA,NA,2020-10-24,21:47:55,9S,2900 OAKLEY AV,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,1,NA,"c(-76.6679640185443, 39.3494938953059)"
5004M00000dySxJQAU,20-00334965,SW-HGW,API,2020-06-11T13:13:29Z,Open,2020-06-11T13:13:29Z,2020-07-23T13:13:29Z,Solid Waste,Service Response,"518 S ADDISON ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28154160374453,-76.64575861743673,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6457586174367, 39.2815416037445)"
5004M00000e0F9oQAE,20-00398735,SW-Cleaning,API,2020-06-30T17:53:20Z,Open,2020-06-30T17:53:20Z,2020-08-12T17:53:20Z,Solid Waste,Service Response,"1913 WILKENS AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28174283430098,-76.64696765059064,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6469676505906, 39.281742834301)"
5004M00000e1C6oQAE,20-00432319,SW-HGW,API,2020-07-10T19:13:30Z,Open,2020-07-10T19:13:30Z,2020-08-21T19:13:30Z,Solid Waste,Service Response,"529 S MONROE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28146521012646,-76.64638252072203,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.646382520722, 39.2814652101265)"
5004M00000e1Fi2QAE,20-00432492,SW-HGW,API,2020-07-10T19:43:18Z,Open,2020-07-10T19:43:18Z,2020-08-21T19:43:18Z,Solid Waste,Service Response,"602 S MONROE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28084901517517,-76.64669000434502,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.646690004345, 39.2808490151752)"
5004M00000e1FJIQA2,20-00432324,SW-HGW,API,2020-07-10T19:14:11Z,Open,2020-07-10T19:14:11Z,2020-08-21T19:14:11Z,Solid Waste,Service Response,"531 S MONROE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28143023569901,-76.6463719293497,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6463719293497, 39.281430235699)"
5004M00000fXkIkQAK,20-00656936,SW-HGW,API,2020-09-24T13:59:27Z,Open,2020-09-24T13:59:27Z,2020-11-09T13:59:27Z,Solid Waste,Service Response,"527 S FULTON AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28153314775177,-76.64462419290011,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6446241929001, 39.2815331477518)"
5004M00000fZ7Y1QAK,20-00693271,SW-HGW,API,2020-10-09T12:48:28Z,Open,2020-10-09T12:48:28Z,2020-11-26T12:48:28Z,Solid Waste,Service Response,"510 S MONROE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.281393501100794,-76.64667990129593,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6466799012959, 39.2813935011008)"
5004M00000faFptQAE,20-00722669,SW-Cleaning,API,2020-10-22T13:59:19Z,Open,2020-10-22T13:59:19Z,2020-12-08T13:59:19Z,Solid Waste,Service Response,"614 S FULTON AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.2807291194058,-76.64492191005839,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6449219100584, 39.2807291194058)"
5004M00000faG0eQAE,20-00722768,SW-Cleaning,API,2020-10-22T14:18:11Z,Open,2020-10-22T14:18:11Z,2020-12-08T14:18:11Z,Solid Waste,Service Response,"616 S FULTON AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28069862541301,-76.64492338882253,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6449233888225, 39.280698625413)"
5004M00000faG2PQAU,20-00722774,SW-HGW,API,2020-10-22T14:18:43Z,Open,2020-10-22T14:18:42Z,2020-12-08T14:18:42Z,Solid Waste,Service Response,"624 S FULTON AVE, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.28057001431538,-76.6449268043263,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6449268043263, 39.2805700143154)"
5004M00000faGuqQAE,20-00723205,SW-Dirty Street,System,2020-10-22T15:52:06Z,New,2020-10-22T15:52:06Z,2020-11-02T15:52:06Z,Solid Waste,Service Response,"1700 BLK EAGLE ST, Baltimore City, 21223",21223,NEW SOUTHWEST/MOUNT CLARE,9,Southern,39.281103406750994,-76.64390598805254,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6439059880525, 39.281103406751)"
5004M00000faHf3QAE,20-00723600,SW-Cleaning,API,2020-10-22T17:23:09Z,Open,2020-10-22T17:23:09Z,2020-12-08T17:23:09Z,Solid Waste,Service Response,"1836 EAGLE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.2811774718673,-76.64571856665472,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6457185666547, 39.2811774718673)"
5004M00000faHT3QAM,20-00723590,SW-Dirty Alley,API,2020-10-22T17:20:14Z,New,2020-10-22T17:20:13Z,2020-11-02T17:20:13Z,Solid Waste,Service Response,"1836 EAGLE ST, Baltimore City, 21223",21223,CARROLLTON RIDGE,9,Southern,39.2811774718673,-76.64571856665472,NA,NA,NA,NA,2020-10-24,13:34:31,1A,1800 EAGLE ST,HOMICIDE,Inside,FIREARM,934,SOUTHERN,CARROLLTON RIDGE,DWELLING,1,NA,"c(-76.6457185666547, 39.2811774718673)"
5004M00000fWeKgQAK,20-00626638,SW-HGW,API,2020-09-11T19:38:22Z,Open,2020-09-11T19:38:22Z,2020-10-26T19:38:22Z,Solid Waste,Service Response,"1405 ASHLAND AVE, Baltimore City, 21205",21205,GAY STREET,12,Eastern,39.30019564239302,-76.59843729562209,NA,NA,NA,NA,2020-10-24,04:42:00,9S,1500 E MADISON ST,SHOOTING,Outside,FIREARM,323,EASTERN,GAY STREET,STREET,1,NA,"c(-76.5984372956221, 39.300195642393)"
5004M00000fYBTuQAO,20-00669860,SW-HGW,API,2020-09-29T19:18:22Z,Open,2020-09-29T19:18:22Z,2020-11-13T19:18:22Z,Solid Waste,Service Response,"828 N CAROLINE ST, Baltimore City, 21205",21205,GAY STREET,12,Eastern,39.30008329770103,-76.59790635032043,NA,NA,NA,NA,2020-10-24,04:42:00,9S,1500 E MADISON ST,SHOOTING,Outside,FIREARM,323,EASTERN,GAY STREET,STREET,1,NA,"c(-76.5979063503204, 39.300083297701)"
5004M00000fYvHwQAK,20-00688381,SW-HGW,API,2020-10-07T16:33:11Z,Open,2020-10-07T16:33:11Z,2020-11-24T16:33:11Z,Solid Waste,Service Response,"831 N CAROLINE ST, Baltimore City, 21205",21205,GAY STREET,12,Eastern,39.300125905972514,-76.59750568248495,NA,NA,NA,NA,2020-10-24,04:42:00,9S,1500 E MADISON ST,SHOOTING,Outside,FIREARM,323,EASTERN,GAY STREET,STREET,1,NA,"c(-76.597505682485, 39.3001259059725)"
5004M00000fYvYwQAK,20-00688382,SW-Cleaning,API,2020-10-07T16:33:19Z,Open,2020-10-07T16:33:19Z,2020-11-24T16:33:19Z,Solid Waste,Service Response,"833 N CAROLINE ST, Baltimore City, 21205",21205,GAY STREET,12,Eastern,39.30017303882087,-76.59751587657736,NA,NA,NA,NA,2020-10-24,04:42:00,9S,1500 E MADISON ST,SHOOTING,Outside,FIREARM,323,EASTERN,GAY STREET,STREET,1,NA,"c(-76.5975158765774, 39.3001730388209)"
5004M00000fYvZ6QAK,20-00688384,SW-HGW,API,2020-10-07T16:33:40Z,Open,2020-10-07T16:33:40Z,2020-11-24T16:33:40Z,Solid Waste,Service Response,"837 N CAROLINE ST, Baltimore City, 21205",21205,GAY STREET,12,Eastern,39.30026295926845,-76.59751668769053,NA,NA,NA,NA,2020-10-24,04:42:00,9S,1500 E MADISON ST,SHOOTING,Outside,FIREARM,323,EASTERN,GAY STREET,STREET,1,NA,"c(-76.5975166876905, 39.3002629592685)"
5004M00000fYuPJQA0,20-00688383,SW-HGW,API,2020-10-07T16:33:30Z,Open,2020-10-07T16:33:30Z,2020-11-24T16:33:30Z,Solid Waste,Service Response,"835 N CAROLINE ST, Baltimore City, 21205",21205,GAY STREET,12,Eastern,39.300219065355,-76.59751561448296,NA,NA,NA,NA,2020-10-24,04:42:00,9S,1500 E MADISON ST,SHOOTING,Outside,FIREARM,323,EASTERN,GAY STREET,STREET,1,NA,"c(-76.597515614483, 39.300219065355)"
5004M00000dyyoAQAQ,20-00358109,SW-Cleaning,API,2020-06-16T17:35:34Z,Open,2020-06-16T17:35:34Z,2020-07-28T17:35:34Z,Solid Waste,Service Response,"4625 PENNINGTON AVE, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.223947163925295,-76.5881725949858,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5881725949858, 39.2239471639253)"
5004M00000dyz06QAA,20-00358228,SW-HGW,API,2020-06-16T18:04:03Z,Open,2020-06-16T18:04:03Z,2020-07-28T18:04:02Z,Solid Waste,Service Response,"4607 PENNINGTON AVE, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.224291109016555,-76.58819576413006,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5881957641301, 39.2242911090166)"
5004M00000dyzCBQAY,20-00358310,SW-HGW,API,2020-06-16T18:24:18Z,Open,2020-06-16T18:24:18Z,2020-07-28T18:24:18Z,Solid Waste,Service Response,"4603 PENNINGTON AVE, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.22436931798315,-76.58819972037594,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5881997203759, 39.2243693179831)"
5004M00000dyzeeQAA,20-00358673,SW-HGW,API,2020-06-16T19:14:06Z,Open,2020-06-16T19:14:06Z,2020-07-28T19:14:06Z,Solid Waste,Service Response,"4605 PENNINGTON AVE, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.2243310770319,-76.58819547720567,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5881954772057, 39.2243310770319)"
5004M00000dzpjBQAQ,20-00385945,SW-Cleaning,API,2020-06-25T17:28:37Z,Open,2020-06-25T17:28:37Z,2020-08-07T17:28:36Z,Solid Waste,Service Response,"1526 ELMTREE ST, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.22462974324777,-76.58874825359075,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5887482535908, 39.2246297432478)"
5004M00000dzplkQAA,20-00385895,SW-HGW,API,2020-06-25T17:14:25Z,Open,2020-06-25T17:14:24Z,2020-08-07T17:14:24Z,Solid Waste,Service Response,"1516 CYPRESS ST, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.22385516879368,-76.58881466555081,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5888146655508, 39.2238551687937)"
5004M00000dzpuXQAQ,20-00385978,SW-Cleaning,API,2020-06-25T17:39:04Z,Open,2020-06-25T17:39:04Z,2020-08-07T17:39:04Z,Solid Waste,Service Response,"1614 ELMTREE ST, Baltimore City, 21226",21226,CURTIS BAY,10,Southern,39.22474611867562,-76.58752334303445,NA,NA,NA,NA,2020-10-23,21:35:00,1A,1600 CYPRESS ST,HOMICIDE,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,STREET,1,NA,"c(-76.5875233430344, 39.2247461186756)"
